Node,Number of Visits,Relative Importance Score,%
1806,1143,0.0001143,0.01143
3864,1143,0.0001143,0.01143
3984,1143,0.0001143,0.01143
4545,1143,0.0001143,0.01143
4697,1143,0.0001143,0.01143
4827,1143,0.0001143,0.01143
4849,1143,0.0001143,0.01143
4996,1143,0.0001143,0.01143
5309,1143,0.0001143,0.01143
5624,1143,0.0001143,0.01143
5673,1143,0.0001143,0.01143
5720,1143,0.0001143,0.01143
5669,1143,0.0001143,0.01143
5914,1143,0.0001143,0.01143
5987,1143,0.0001143,0.01143
2135,1142,0.0001142,0.01142
545,1142,0.0001142,0.01142
650,1142,0.0001142,0.01142
662,1142,0.0001142,0.01142
2591,1142,0.0001142,0.01142
879,1142,0.0001142,0.01142
890,1142,0.0001142,0.01142
3063,1142,0.0001142,0.01142
1449,1142,0.0001142,0.01142
1858,1142,0.0001142,0.01142
3938,1142,0.0001142,0.01142
4290,1142,0.0001142,0.01142
4481,1142,0.0001142,0.01142
4556,1142,0.0001142,0.01142
4604,1142,0.0001142,0.01142
4817,1142,0.0001142,0.01142
4941,1142,0.0001142,0.01142
4948,1142,0.0001142,0.01142
5025,1142,0.0001142,0.01142
5811,1142,0.0001142,0.01142
5854,1142,0.0001142,0.01142
5928,1142,0.0001142,0.01142
6281,1142,0.0001142,0.01142
2438,1141,0.0001141,0.01141
2496,1141,0.0001141,0.01141
3026,1141,0.0001141,0.01141
3267,1141,0.0001141,0.01141
3330,1141,0.0001141,0.01141
3584,1141,0.0001141,0.01141
3751,1141,0.0001141,0.01141
3940,1141,0.0001141,0.01141
4029,1141,0.0001141,0.01141
4616,1141,0.0001141,0.01141
5559,1141,0.0001141,0.01141
5632,1141,0.0001141,0.01141
5964,1141,0.0001141,0.01141
6248,1141,0.0001141,0.01141
6284,1141,0.0001141,0.01141
2352,1140,0.000114,0.0114
656,1140,0.000114,0.0114
688,1140,0.000114,0.0114
1641,1140,0.000114,0.0114
805,1140,0.000114,0.0114
4974,1140,0.000114,0.0114
3075,1140,0.000114,0.0114
3150,1140,0.000114,0.0114
3532,1140,0.000114,0.0114
1875,1140,0.000114,0.0114
3824,1140,0.000114,0.0114
5165,1140,0.000114,0.0114
4021,1140,0.000114,0.0114
4314,1140,0.000114,0.0114
4391,1140,0.000114,0.0114
5778,1140,0.000114,0.0114
4615,1140,0.000114,0.0114
4618,1140,0.000114,0.0114
6138,1140,0.000114,0.0114
5026,1140,0.000114,0.0114
5814,1140,0.000114,0.0114
5122,1140,0.000114,0.0114
5433,1140,0.000114,0.0114
5460,1140,0.000114,0.0114
5585,1140,0.000114,0.0114
5682,1140,0.000114,0.0114
5768,1140,0.000114,0.0114
6067,1140,0.000114,0.0114
19,1139,0.0001139,0.01139
284,1139,0.0001139,0.01139
2328,1139,0.0001139,0.01139
2339,1139,0.0001139,0.01139
3074,1139,0.0001139,0.01139
6062,1139,0.0001139,0.01139
3603,1139,0.0001139,0.01139
3761,1139,0.0001139,0.01139
4401,1139,0.0001139,0.01139
4690,1139,0.0001139,0.01139
4832,1139,0.0001139,0.01139
4865,1139,0.0001139,0.01139
4967,1139,0.0001139,0.01139
5041,1139,0.0001139,0.01139
5151,1139,0.0001139,0.01139
5189,1139,0.0001139,0.01139
5613,1139,0.0001139,0.01139
5692,1139,0.0001139,0.01139
5965,1139,0.0001139,0.01139
6107,1139,0.0001139,0.01139
2178,1138,0.0001138,0.01138
565,1138,0.0001138,0.01138
2917,1138,0.0001138,0.01138
3379,1138,0.0001138,0.01138
4099,1138,0.0001138,0.01138
5038,1138,0.0001138,0.01138
5148,1138,0.0001138,0.01138
5198,1138,0.0001138,0.01138
5621,1138,0.0001138,0.01138
5804,1138,0.0001138,0.01138
5846,1138,0.0001138,0.01138
6082,1138,0.0001138,0.01138
185,1137,0.0001137,0.01137
687,1137,0.0001137,0.01137
701,1137,0.0001137,0.01137
2985,1137,0.0001137,0.01137
3024,1137,0.0001137,0.01137
1470,1137,0.0001137,0.01137
1825,1137,0.0001137,0.01137
3623,1137,0.0001137,0.01137
3744,1137,0.0001137,0.01137
5359,1137,0.0001137,0.01137
5385,1137,0.0001137,0.01137
5878,1137,0.0001137,0.01137
5972,1137,0.0001137,0.01137
6288,1137,0.0001137,0.01137
1035,1136,0.0001136,0.01136
2967,1136,0.0001136,0.01136
1099,1136,0.0001136,0.01136
1205,1136,0.0001136,0.01136
3099,1136,0.0001136,0.01136
1285,1136,0.0001136,0.01136
3240,1136,0.0001136,0.01136
3210,1136,0.0001136,0.01136
3291,1136,0.0001136,0.01136
1473,1136,0.0001136,0.01136
1613,1136,0.0001136,0.01136
3785,1136,0.0001136,0.01136
4444,1136,0.0001136,0.01136
4886,1136,0.0001136,0.01136
4982,1136,0.0001136,0.01136
5232,1136,0.0001136,0.01136
5275,1136,0.0001136,0.01136
5662,1136,0.0001136,0.01136
5875,1136,0.0001136,0.01136
5907,1136,0.0001136,0.01136
5982,1136,0.0001136,0.01136
6088,1136,0.0001136,0.01136
6251,1136,0.0001136,0.01136
384,1135,0.0001135,0.011349999999999999
1045,1135,0.0001135,0.011349999999999999
3597,1135,0.0001135,0.011349999999999999
3704,1135,0.0001135,0.011349999999999999
5326,1135,0.0001135,0.011349999999999999
4582,1135,0.0001135,0.011349999999999999
5093,1135,0.0001135,0.011349999999999999
5246,1135,0.0001135,0.011349999999999999
5307,1135,0.0001135,0.011349999999999999
5562,1135,0.0001135,0.011349999999999999
5910,1135,0.0001135,0.011349999999999999
5957,1135,0.0001135,0.011349999999999999
6185,1135,0.0001135,0.011349999999999999
1998,1134,0.0001134,0.011340000000000001
511,1134,0.0001134,0.011340000000000001
723,1134,0.0001134,0.011340000000000001
2983,1134,0.0001134,0.011340000000000001
1131,1134,0.0001134,0.011340000000000001
3281,1134,0.0001134,0.011340000000000001
1759,1134,0.0001134,0.011340000000000001
1820,1134,0.0001134,0.011340000000000001
3689,1134,0.0001134,0.011340000000000001
5541,1134,0.0001134,0.011340000000000001
4763,1134,0.0001134,0.011340000000000001
4857,1134,0.0001134,0.011340000000000001
5084,1134,0.0001134,0.011340000000000001
5145,1134,0.0001134,0.011340000000000001
5586,1134,0.0001134,0.011340000000000001
5899,1134,0.0001134,0.011340000000000001
6084,1134,0.0001134,0.011340000000000001
154,1133,0.0001133,0.01133
2473,1133,0.0001133,0.01133
2503,1133,0.0001133,0.01133
663,1133,0.0001133,0.01133
2800,1133,0.0001133,0.01133
3011,1133,0.0001133,0.01133
1283,1133,0.0001133,0.01133
3477,1133,0.0001133,0.01133
3799,1133,0.0001133,0.01133
4174,1133,0.0001133,0.01133
5777,1133,0.0001133,0.01133
4728,1133,0.0001133,0.01133
5005,1133,0.0001133,0.01133
5112,1133,0.0001133,0.01133
5152,1133,0.0001133,0.01133
5227,1133,0.0001133,0.01133
5485,1133,0.0001133,0.01133
5597,1133,0.0001133,0.01133
5726,1133,0.0001133,0.01133
6262,1133,0.0001133,0.01133
166,1132,0.0001132,0.01132
2573,1132,0.0001132,0.01132
3145,1132,0.0001132,0.01132
4594,1132,0.0001132,0.01132
4637,1132,0.0001132,0.01132
4753,1132,0.0001132,0.01132
5060,1132,0.0001132,0.01132
5322,1132,0.0001132,0.01132
5800,1132,0.0001132,0.01132
6269,1132,0.0001132,0.01132
2801,1131,0.0001131,0.01131
3239,1131,0.0001131,0.01131
1499,1131,0.0001131,0.01131
3521,1131,0.0001131,0.01131
1799,1131,0.0001131,0.01131
3757,1131,0.0001131,0.01131
3753,1131,0.0001131,0.01131
3889,1131,0.0001131,0.01131
3950,1131,0.0001131,0.01131
4079,1131,0.0001131,0.01131
4590,1131,0.0001131,0.01131
5853,1131,0.0001131,0.01131
5389,1131,0.0001131,0.01131
5687,1131,0.0001131,0.01131
5862,1131,0.0001131,0.01131
5869,1131,0.0001131,0.01131
88,1130,0.000113,0.0113
2142,1130,0.000113,0.0113
569,1130,0.000113,0.0113
978,1130,0.000113,0.0113
1080,1130,0.000113,0.0113
4498,1130,0.000113,0.0113
3958,1130,0.000113,0.0113
4913,1130,0.000113,0.0113
5031,1130,0.000113,0.0113
5409,1130,0.000113,0.0113
5411,1130,0.000113,0.0113
5690,1130,0.000113,0.0113
5712,1130,0.000113,0.0113
6178,1130,0.000113,0.0113
1908,1129,0.0001129,0.011290000000000001
2526,1129,0.0001129,0.011290000000000001
4410,1129,0.0001129,0.011290000000000001
1013,1129,0.0001129,0.011290000000000001
3160,1129,0.0001129,0.011290000000000001
1746,1129,0.0001129,0.011290000000000001
1769,1129,0.0001129,0.011290000000000001
3673,1129,0.0001129,0.011290000000000001
3745,1129,0.0001129,0.011290000000000001
4106,1129,0.0001129,0.011290000000000001
4252,1129,0.0001129,0.011290000000000001
4888,1129,0.0001129,0.011290000000000001
4985,1129,0.0001129,0.011290000000000001
5069,1129,0.0001129,0.011290000000000001
5370,1129,0.0001129,0.011290000000000001
5536,1129,0.0001129,0.011290000000000001
5759,1129,0.0001129,0.011290000000000001
5805,1129,0.0001129,0.011290000000000001
6090,1129,0.0001129,0.011290000000000001
6246,1129,0.0001129,0.011290000000000001
6258,1129,0.0001129,0.011290000000000001
70,1128,0.0001128,0.01128
2101,1128,0.0001128,0.01128
457,1128,0.0001128,0.01128
3315,1128,0.0001128,0.01128
1582,1128,0.0001128,0.01128
1585,1128,0.0001128,0.01128
3512,1128,0.0001128,0.01128
4773,1128,0.0001128,0.01128
4822,1128,0.0001128,0.01128
5851,1128,0.0001128,0.01128
5046,1128,0.0001128,0.01128
5099,1128,0.0001128,0.01128
5181,1128,0.0001128,0.01128
5365,1128,0.0001128,0.01128
5753,1128,0.0001128,0.01128
5857,1128,0.0001128,0.01128
6124,1128,0.0001128,0.01128
6257,1128,0.0001128,0.01128
2121,1127,0.0001127,0.01127
189,1127,0.0001127,0.01127
405,1127,0.0001127,0.01127
589,1127,0.0001127,0.01127
2929,1127,0.0001127,0.01127
1819,1127,0.0001127,0.01127
1839,1127,0.0001127,0.01127
3723,1127,0.0001127,0.01127
4144,1127,0.0001127,0.01127
4325,1127,0.0001127,0.01127
4698,1127,0.0001127,0.01127
4946,1127,0.0001127,0.01127
5134,1127,0.0001127,0.01127
5553,1127,0.0001127,0.01127
5648,1127,0.0001127,0.01127
5874,1127,0.0001127,0.01127
5990,1127,0.0001127,0.01127
6083,1127,0.0001127,0.01127
6100,1127,0.0001127,0.01127
6115,1127,0.0001127,0.01127
6189,1127,0.0001127,0.01127
2509,1126,0.0001126,0.01126
4318,1126,0.0001126,0.01126
655,1126,0.0001126,0.01126
1843,1126,0.0001126,0.01126
2738,1126,0.0001126,0.01126
2924,1126,0.0001126,0.01126
1065,1126,0.0001126,0.01126
3068,1126,0.0001126,0.01126
3254,1126,0.0001126,0.01126
1510,1126,0.0001126,0.01126
1623,1126,0.0001126,0.01126
1634,1126,0.0001126,0.01126
3444,1126,0.0001126,0.01126
3445,1126,0.0001126,0.01126
3869,1126,0.0001126,0.01126
4011,1126,0.0001126,0.01126
4367,1126,0.0001126,0.01126
4454,1126,0.0001126,0.01126
4671,1126,0.0001126,0.01126
5006,1126,0.0001126,0.01126
5265,1126,0.0001126,0.01126
5270,1126,0.0001126,0.01126
5375,1126,0.0001126,0.01126
6139,1126,0.0001126,0.01126
6255,1126,0.0001126,0.01126
2688,1125,0.0001125,0.01125
4409,1125,0.0001125,0.01125
3010,1125,0.0001125,0.01125
3135,1125,0.0001125,0.01125
1381,1125,0.0001125,0.01125
1640,1125,0.0001125,0.01125
1686,1125,0.0001125,0.01125
3490,1125,0.0001125,0.01125
3986,1125,0.0001125,0.01125
4121,1125,0.0001125,0.01125
4470,1125,0.0001125,0.01125
4988,1125,0.0001125,0.01125
5167,1125,0.0001125,0.01125
5258,1125,0.0001125,0.01125
5329,1125,0.0001125,0.01125
5335,1125,0.0001125,0.01125
5471,1125,0.0001125,0.01125
2171,1124,0.0001124,0.01124
2824,1124,0.0001124,0.01124
956,1124,0.0001124,0.01124
3155,1124,0.0001124,0.01124
3198,1124,0.0001124,0.01124
1621,1124,0.0001124,0.01124
3561,1124,0.0001124,0.01124
3990,1124,0.0001124,0.01124
6181,1124,0.0001124,0.01124
4354,1124,0.0001124,0.01124
4452,1124,0.0001124,0.01124
4466,1124,0.0001124,0.01124
4937,1124,0.0001124,0.01124
5067,1124,0.0001124,0.01124
5070,1124,0.0001124,0.01124
5207,1124,0.0001124,0.01124
5242,1124,0.0001124,0.01124
5663,1124,0.0001124,0.01124
2459,1123,0.0001123,0.01123
599,1123,0.0001123,0.01123
2742,1123,0.0001123,0.01123
3143,1123,0.0001123,0.01123
4399,1123,0.0001123,0.01123
5780,1123,0.0001123,0.01123
6037,1123,0.0001123,0.01123
4725,1123,0.0001123,0.01123
5039,1123,0.0001123,0.01123
5079,1123,0.0001123,0.01123
5210,1123,0.0001123,0.01123
5400,1123,0.0001123,0.01123
5489,1123,0.0001123,0.01123
5725,1123,0.0001123,0.01123
5870,1123,0.0001123,0.01123
5925,1123,0.0001123,0.01123
6063,1123,0.0001123,0.01123
2019,1122,0.0001122,0.01122
319,1122,0.0001122,0.01122
590,1122,0.0001122,0.01122
2565,1122,0.0001122,0.01122
1870,1122,0.0001122,0.01122
1356,1122,0.0001122,0.01122
1368,1122,0.0001122,0.01122
3265,1122,0.0001122,0.01122
1483,1122,0.0001122,0.01122
1643,1122,0.0001122,0.01122
3624,1122,0.0001122,0.01122
3902,1122,0.0001122,0.01122
4767,1122,0.0001122,0.01122
4800,1122,0.0001122,0.01122
5218,1122,0.0001122,0.01122
5718,1122,0.0001122,0.01122
5728,1122,0.0001122,0.01122
5743,1122,0.0001122,0.01122
5817,1122,0.0001122,0.01122
5927,1122,0.0001122,0.01122
6094,1122,0.0001122,0.01122
6167,1122,0.0001122,0.01122
6193,1122,0.0001122,0.01122
5013,1121,0.0001121,0.01121
1373,1121,0.0001121,0.01121
3342,1121,0.0001121,0.01121
1576,1121,0.0001121,0.01121
3585,1121,0.0001121,0.01121
4023,1121,0.0001121,0.01121
4142,1121,0.0001121,0.01121
4243,1121,0.0001121,0.01121
4480,1121,0.0001121,0.01121
4543,1121,0.0001121,0.01121
4722,1121,0.0001121,0.01121
5205,1121,0.0001121,0.01121
5387,1121,0.0001121,0.01121
5431,1121,0.0001121,0.01121
5513,1121,0.0001121,0.01121
6180,1121,0.0001121,0.01121
6183,1121,0.0001121,0.01121
2003,1120,0.000112,0.0112
197,1120,0.000112,0.0112
2250,1120,0.000112,0.0112
2256,1120,0.000112,0.0112
1841,1120,0.000112,0.0112
2725,1120,0.000112,0.0112
1148,1120,0.000112,0.0112
1113,1120,0.000112,0.0112
1282,1120,0.000112,0.0112
1406,1120,0.000112,0.0112
1771,1120,0.000112,0.0112
4429,1120,0.000112,0.0112
4449,1120,0.000112,0.0112
5893,1120,0.000112,0.0112
5033,1120,0.000112,0.0112
5078,1120,0.000112,0.0112
5273,1120,0.000112,0.0112
5956,1120,0.000112,0.0112
6032,1120,0.000112,0.0112
6145,1120,0.000112,0.0112
6,1119,0.0001119,0.01119
2092,1119,0.0001119,0.01119
320,1119,0.0001119,0.01119
2659,1119,0.0001119,0.01119
2715,1119,0.0001119,0.01119
1147,1119,0.0001119,0.01119
2947,1119,0.0001119,0.01119
1083,1119,0.0001119,0.01119
1295,1119,0.0001119,0.01119
1495,1119,0.0001119,0.01119
3422,1119,0.0001119,0.01119
3500,1119,0.0001119,0.01119
3628,1119,0.0001119,0.01119
3696,1119,0.0001119,0.01119
3857,1119,0.0001119,0.01119
3947,1119,0.0001119,0.01119
4000,1119,0.0001119,0.01119
4620,1119,0.0001119,0.01119
4715,1119,0.0001119,0.01119
4999,1119,0.0001119,0.01119
5252,1119,0.0001119,0.01119
5445,1119,0.0001119,0.01119
5574,1119,0.0001119,0.01119
5798,1119,0.0001119,0.01119
5995,1119,0.0001119,0.01119
6077,1119,0.0001119,0.01119
6110,1119,0.0001119,0.01119
6190,1119,0.0001119,0.01119
6261,1119,0.0001119,0.01119
90,1118,0.0001118,0.011179999999999999
2351,1118,0.0001118,0.011179999999999999
546,1118,0.0001118,0.011179999999999999
1119,1118,0.0001118,0.011179999999999999
4496,1118,0.0001118,0.011179999999999999
3431,1118,0.0001118,0.011179999999999999
1853,1118,0.0001118,0.011179999999999999
3739,1118,0.0001118,0.011179999999999999
4070,1118,0.0001118,0.011179999999999999
5891,1118,0.0001118,0.011179999999999999
5848,1118,0.0001118,0.011179999999999999
5066,1118,0.0001118,0.011179999999999999
5527,1118,0.0001118,0.011179999999999999
5705,1118,0.0001118,0.011179999999999999
5776,1118,0.0001118,0.011179999999999999
5993,1118,0.0001118,0.011179999999999999
6101,1118,0.0001118,0.011179999999999999
1970,1117,0.0001117,0.011170000000000001
2145,1117,0.0001117,0.011170000000000001
2437,1117,0.0001117,0.011170000000000001
2446,1117,0.0001117,0.011170000000000001
2482,1117,0.0001117,0.011170000000000001
501,1117,0.0001117,0.011170000000000001
2921,1117,0.0001117,0.011170000000000001
3036,1117,0.0001117,0.011170000000000001
3154,1117,0.0001117,0.011170000000000001
3278,1117,0.0001117,0.011170000000000001
1732,1117,0.0001117,0.011170000000000001
1793,1117,0.0001117,0.011170000000000001
3652,1117,0.0001117,0.011170000000000001
4272,1117,0.0001117,0.011170000000000001
4528,1117,0.0001117,0.011170000000000001
4949,1117,0.0001117,0.011170000000000001
4989,1117,0.0001117,0.011170000000000001
5441,1117,0.0001117,0.011170000000000001
5533,1117,0.0001117,0.011170000000000001
5610,1117,0.0001117,0.011170000000000001
5839,1117,0.0001117,0.011170000000000001
6236,1117,0.0001117,0.011170000000000001
6283,1117,0.0001117,0.011170000000000001
6276,1117,0.0001117,0.011170000000000001
608,1116,0.0001116,0.01116
827,1116,0.0001116,0.01116
3073,1116,0.0001116,0.01116
1314,1116,0.0001116,0.01116
1465,1116,0.0001116,0.01116
1813,1116,0.0001116,0.01116
3630,1116,0.0001116,0.01116
3817,1116,0.0001116,0.01116
3976,1116,0.0001116,0.01116
4350,1116,0.0001116,0.01116
4564,1116,0.0001116,0.01116
4576,1116,0.0001116,0.01116
4651,1116,0.0001116,0.01116
5027,1116,0.0001116,0.01116
5075,1116,0.0001116,0.01116
5160,1116,0.0001116,0.01116
5243,1116,0.0001116,0.01116
6003,1116,0.0001116,0.01116
6275,1116,0.0001116,0.01116
2144,1115,0.0001115,0.01115
617,1115,0.0001115,0.01115
641,1115,0.0001115,0.01115
3520,1115,0.0001115,0.01115
1879,1115,0.0001115,0.01115
5516,1115,0.0001115,0.01115
4962,1115,0.0001115,0.01115
5123,1115,0.0001115,0.01115
5257,1115,0.0001115,0.01115
5247,1115,0.0001115,0.01115
5249,1115,0.0001115,0.01115
5298,1115,0.0001115,0.01115
5548,1115,0.0001115,0.01115
5575,1115,0.0001115,0.01115
5863,1115,0.0001115,0.01115
5877,1115,0.0001115,0.01115
5946,1115,0.0001115,0.01115
6136,1115,0.0001115,0.01115
2466,1114,0.0001114,0.01114
533,1114,0.0001114,0.01114
2510,1114,0.0001114,0.01114
2549,1114,0.0001114,0.01114
670,1114,0.0001114,0.01114
1242,1114,0.0001114,0.01114
3263,1114,0.0001114,0.01114
3294,1114,0.0001114,0.01114
1450,1114,0.0001114,0.01114
3642,1114,0.0001114,0.01114
4161,1114,0.0001114,0.01114
4335,1114,0.0001114,0.01114
4509,1114,0.0001114,0.01114
4631,1114,0.0001114,0.01114
4964,1114,0.0001114,0.01114
4977,1114,0.0001114,0.01114
5062,1114,0.0001114,0.01114
5113,1114,0.0001114,0.01114
5144,1114,0.0001114,0.01114
5188,1114,0.0001114,0.01114
5698,1114,0.0001114,0.01114
6035,1114,0.0001114,0.01114
6163,1114,0.0001114,0.01114
1927,1113,0.0001113,0.01113
1991,1113,0.0001113,0.01113
242,1113,0.0001113,0.01113
1357,1113,0.0001113,0.01113
3361,1113,0.0001113,0.01113
3451,1113,0.0001113,0.01113
3573,1113,0.0001113,0.01113
3611,1113,0.0001113,0.01113
1874,1113,0.0001113,0.01113
4692,1113,0.0001113,0.01113
5259,1113,0.0001113,0.01113
5512,1113,0.0001113,0.01113
5561,1113,0.0001113,0.01113
5659,1113,0.0001113,0.01113
6009,1113,0.0001113,0.01113
6191,1113,0.0001113,0.01113
6264,1113,0.0001113,0.01113
2512,1112,0.0001112,0.011120000000000001
2675,1112,0.0001112,0.011120000000000001
934,1112,0.0001112,0.011120000000000001
952,1112,0.0001112,0.011120000000000001
1440,1112,0.0001112,0.011120000000000001
3536,1112,0.0001112,0.011120000000000001
1869,1112,0.0001112,0.011120000000000001
3880,1112,0.0001112,0.011120000000000001
4110,1112,0.0001112,0.011120000000000001
4184,1112,0.0001112,0.011120000000000001
4596,1112,0.0001112,0.011120000000000001
4656,1112,0.0001112,0.011120000000000001
5223,1112,0.0001112,0.011120000000000001
5838,1112,0.0001112,0.011120000000000001
5961,1112,0.0001112,0.011120000000000001
6057,1112,0.0001112,0.011120000000000001
6114,1112,0.0001112,0.011120000000000001
6249,1112,0.0001112,0.011120000000000001
6182,1112,0.0001112,0.011120000000000001
6297,1112,0.0001112,0.011120000000000001
2110,1111,0.0001111,0.01111
2116,1111,0.0001111,0.01111
2831,1111,0.0001111,0.01111
1188,1111,0.0001111,0.01111
1436,1111,0.0001111,0.01111
1678,1111,0.0001111,0.01111
1729,1111,0.0001111,0.01111
3910,1111,0.0001111,0.01111
5164,1111,0.0001111,0.01111
4198,1111,0.0001111,0.01111
4440,1111,0.0001111,0.01111
4673,1111,0.0001111,0.01111
4863,1111,0.0001111,0.01111
5030,1111,0.0001111,0.01111
5590,1111,0.0001111,0.01111
5595,1111,0.0001111,0.01111
5674,1111,0.0001111,0.01111
5694,1111,0.0001111,0.01111
5700,1111,0.0001111,0.01111
5741,1111,0.0001111,0.01111
5668,1111,0.0001111,0.01111
5831,1111,0.0001111,0.01111
5935,1111,0.0001111,0.01111
6028,1111,0.0001111,0.01111
6081,1111,0.0001111,0.01111
6125,1111,0.0001111,0.01111
6252,1111,0.0001111,0.01111
6274,1111,0.0001111,0.01111
1966,1110,0.000111,0.0111
1419,1110,0.000111,0.0111
374,1110,0.000111,0.0111
2483,1110,0.000111,0.0111
2623,1110,0.000111,0.0111
1014,1110,0.000111,0.0111
1154,1110,0.000111,0.0111
1182,1110,0.000111,0.0111
1379,1110,0.000111,0.0111
1745,1110,0.000111,0.0111
4163,1110,0.000111,0.0111
4984,1110,0.000111,0.0111
5158,1110,0.000111,0.0111
5622,1110,0.000111,0.0111
5774,1110,0.000111,0.0111
5810,1110,0.000111,0.0111
5820,1110,0.000111,0.0111
5991,1110,0.000111,0.0111
6026,1110,0.000111,0.0111
6135,1110,0.000111,0.0111
6192,1110,0.000111,0.0111
6184,1110,0.000111,0.0111
402,1109,0.0001109,0.01109
539,1109,0.0001109,0.01109
794,1109,0.0001109,0.01109
2988,1109,0.0001109,0.01109
1225,1109,0.0001109,0.01109
1577,1109,0.0001109,0.01109
3525,1109,0.0001109,0.01109
5417,1109,0.0001109,0.01109
5808,1109,0.0001109,0.01109
4557,1109,0.0001109,0.01109
4749,1109,0.0001109,0.01109
5330,1109,0.0001109,0.01109
5730,1109,0.0001109,0.01109
5821,1109,0.0001109,0.01109
5902,1109,0.0001109,0.01109
6044,1109,0.0001109,0.01109
1938,1108,0.0001108,0.01108
3920,1108,0.0001108,0.01108
4179,1108,0.0001108,0.01108
4283,1108,0.0001108,0.01108
4443,1108,0.0001108,0.01108
4669,1108,0.0001108,0.01108
4744,1108,0.0001108,0.01108
4820,1108,0.0001108,0.01108
4860,1108,0.0001108,0.01108
5255,1108,0.0001108,0.01108
5260,1108,0.0001108,0.01108
5271,1108,0.0001108,0.01108
5363,1108,0.0001108,0.01108
5670,1108,0.0001108,0.01108
6155,1108,0.0001108,0.01108
6188,1108,0.0001108,0.01108
6229,1108,0.0001108,0.01108
1727,1107,0.0001107,0.01107
3458,1107,0.0001107,0.01107
3502,1107,0.0001107,0.01107
1774,1107,0.0001107,0.01107
3567,1107,0.0001107,0.01107
3631,1107,0.0001107,0.01107
4579,1107,0.0001107,0.01107
5646,1107,0.0001107,0.01107
5830,1107,0.0001107,0.01107
6013,1107,0.0001107,0.01107
6054,1107,0.0001107,0.01107
6064,1107,0.0001107,0.01107
6140,1107,0.0001107,0.01107
317,1106,0.0001106,0.01106
2680,1106,0.0001106,0.01106
1238,1106,0.0001106,0.01106
1312,1106,0.0001106,0.01106
1525,1106,0.0001106,0.01106
3518,1106,0.0001106,0.01106
3643,1106,0.0001106,0.01106
4228,1106,0.0001106,0.01106
4748,1106,0.0001106,0.01106
5364,1106,0.0001106,0.01106
5524,1106,0.0001106,0.01106
5822,1106,0.0001106,0.01106
5859,1106,0.0001106,0.01106
6267,1106,0.0001106,0.01106
360,1105,0.0001105,0.01105
2521,1105,0.0001105,0.01105
1707,1105,0.0001105,0.01105
1145,1105,0.0001105,0.01105
903,1105,0.0001105,0.01105
2834,1105,0.0001105,0.01105
1443,1105,0.0001105,0.01105
4370,1105,0.0001105,0.01105
4562,1105,0.0001105,0.01105
5045,1105,0.0001105,0.01105
5215,1105,0.0001105,0.01105
5342,1105,0.0001105,0.01105
5654,1105,0.0001105,0.01105
5963,1105,0.0001105,0.01105
6070,1105,0.0001105,0.01105
6080,1105,0.0001105,0.01105
6111,1105,0.0001105,0.01105
6196,1105,0.0001105,0.01105
6273,1105,0.0001105,0.01105
445,1104,0.0001104,0.01104
601,1104,0.0001104,0.01104
1244,1104,0.0001104,0.01104
1276,1104,0.0001104,0.01104
1293,1104,0.0001104,0.01104
1580,1104,0.0001104,0.01104
4313,1104,0.0001104,0.01104
4417,1104,0.0001104,0.01104
4901,1104,0.0001104,0.01104
5446,1104,0.0001104,0.01104
5706,1104,0.0001104,0.01104
5860,1104,0.0001104,0.01104
5951,1104,0.0001104,0.01104
6034,1104,0.0001104,0.01104
6072,1104,0.0001104,0.01104
2731,1103,0.0001103,0.01103
2987,1103,0.0001103,0.01103
1174,1103,0.0001103,0.01103
1189,1103,0.0001103,0.01103
1277,1103,0.0001103,0.01103
1523,1103,0.0001103,0.01103
3333,1103,0.0001103,0.01103
1558,1103,0.0001103,0.01103
3575,1103,0.0001103,0.01103
4157,1103,0.0001103,0.01103
4351,1103,0.0001103,0.01103
4457,1103,0.0001103,0.01103
6036,1103,0.0001103,0.01103
5402,1103,0.0001103,0.01103
5671,1103,0.0001103,0.01103
5812,1103,0.0001103,0.01103
5949,1103,0.0001103,0.01103
6148,1103,0.0001103,0.01103
6240,1103,0.0001103,0.01103
61,1102,0.0001102,0.01102
2233,1102,0.0001102,0.01102
2315,1102,0.0001102,0.01102
2316,1102,0.0001102,0.01102
530,1102,0.0001102,0.01102
2835,1102,0.0001102,0.01102
2910,1102,0.0001102,0.01102
1399,1102,0.0001102,0.01102
3985,1102,0.0001102,0.01102
4294,1102,0.0001102,0.01102
4521,1102,0.0001102,0.01102
5939,1102,0.0001102,0.01102
5371,1102,0.0001102,0.01102
5390,1102,0.0001102,0.01102
5619,1102,0.0001102,0.01102
5650,1102,0.0001102,0.01102
5713,1102,0.0001102,0.01102
5772,1102,0.0001102,0.01102
5794,1102,0.0001102,0.01102
5904,1102,0.0001102,0.01102
6048,1102,0.0001102,0.01102
6239,1102,0.0001102,0.01102
277,1101,0.0001101,0.01101
328,1101,0.0001101,0.01101
3037,1101,0.0001101,0.01101
1187,1101,0.0001101,0.01101
1298,1101,0.0001101,0.01101
4233,1101,0.0001101,0.01101
4274,1101,0.0001101,0.01101
4547,1101,0.0001101,0.01101
4560,1101,0.0001101,0.01101
4774,1101,0.0001101,0.01101
4791,1101,0.0001101,0.01101
5397,1101,0.0001101,0.01101
5472,1101,0.0001101,0.01101
6002,1101,0.0001101,0.01101
6089,1101,0.0001101,0.01101
